id,name,address,phone,website,is_cosmetic,is_funeral,is_hospital,is_live,is_park,is_product,is_shelter,city,district,lat,lon,rating,rating_count,business_hours,has_emergency,support_small_dog,support_medium_dog,support_large_dog,support_cat,support_bird,support_rodent,support_reptile,support_other,supported_pet_types,is_pet_type_inferred,additional_info,created_at,updated_at
28445,"Uni有你寵物美學沙龍 附設狗狗旅館",330臺灣桃園市桃園區國豐三街203號1樓,"0981 196 867",https://www.facebook.com/101979441771077/posts/111998260769195/?d=n&substory_index=0,1,0,0,1,0,0,0,桃園市,桃園區,NULL,NULL,5.00,33,"{"friday": "10:30 – 19:00", "monday": "10:30 – 19:00", "sunday": "10:30 – 19:00", "tuesday": "10:30 – 19:00", "saturday": "10:30 – 19:00", "thursday": "休息", "wednesday": "10:30 – 19:00"}",0,1,1,1,0,0,0,0,0,"小型犬 中型犬 大型犬",0,NULL,"2025-05-21 10:07:24.498894","2025-05-21 10:32:40.921752"
28446,"Lady gogo 寵物SPA沙龍",330臺灣桃園市桃園區中埔六街177號,"03 357 3177",https://m.facebook.com/ladygogopetsalon/,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.70,164,"{"friday": "10:00 – 20:00", "monday": "10:00 – 20:00", "sunday": "10:00 – 20:00", "tuesday": "休息", "saturday": "10:00 – 20:00", "thursday": "10:00 – 20:00", "wednesday": "休息"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.505325","2025-05-21 10:07:24.505340"
28447,伊嘉寶貝寵物美容坊,330臺灣桃園市桃園區同德五街268號,"03 216 0153",https://lin.ee/Kf3K8Wo,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,5.00,48,"{"friday": "09:00 – 20:00", "monday": "09:00 – 20:00", "sunday": "休息", "tuesday": "09:00 – 20:00", "saturday": "09:00 – 19:00", "thursday": "09:00 – 20:00", "wednesday": "09:00 – 20:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.512742","2025-05-21 10:42:21.178638"
28448,沐沐卡夫寵物美容,330臺灣桃園市桃園區慈文路635巷23號,"03 260 6520",http://www.instagram.com/mumukahu_pet_salon,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,30,"{"friday": "09:00 – 19:00", "monday": "休息", "sunday": "09:00 – 19:00", "tuesday": "09:00 – 19:00", "saturday": "09:00 – 19:00", "thursday": "09:00 – 19:00", "wednesday": "09:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.522348","2025-05-21 10:07:24.522381"
28449,"悟空梨寵物美容 專業寵物美容 桃園區毛孩洗澡 貓狗SPA 寵物修毛 貓咪剪指甲 狗狗洗澡 護膚SPA 貓咪美容",330臺灣桃園市桃園區宏昌十三街662號1樓,"0979 717 367",https://www.instagram.com/wukong.0417?igsh=MTlrdXY2eDlhcHRnaw%3D%3D&utm_source=qr,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,56,"{"friday": "10:30 – 19:30", "monday": "休息", "sunday": "10:30 – 19:30", "tuesday": "10:30 – 19:30", "saturday": "10:30 – 19:30", "thursday": "10:30 – 19:30", "wednesday": "10:30 – 19:30"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.533218","2025-05-21 10:07:24.533251"
28450,水鈴寵物沙龍,330臺灣桃園市桃園區春日路136號1樓,"03 338 3699",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.70,25,"{"friday": "10:00 – 18:00", "monday": "10:00 – 18:00", "sunday": "10:00 – 18:00", "tuesday": "10:00 – 18:00", "saturday": "10:00 – 18:00", "thursday": "10:00 – 18:00", "wednesday": "10:00 – 18:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.543035","2025-05-21 10:07:24.543068"
28451,"貳寶 寵物美容 選品 人狗合作散步訓練",330臺灣桃園市桃園區慈文路322巷5號,,https://linktr.ee/2pawpet,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,4.90,44,"{"friday": "10:00 – 13:00", "monday": "休息", "sunday": "10:00 – 16:00", "tuesday": "10:00 – 16:00", "saturday": "10:00 – 16:00", "thursday": "10:00 – 16:00", "wednesday": "10:00 – 14:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.553580","2025-05-21 10:42:23.422060"
28452,愛之美寵物美容,330臺灣桃園市桃園區南平路95號,"0926 717 981",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.80,58,"{"friday": "11:30 – 19:00", "monday": "11:30 – 19:00", "sunday": "11:30 – 19:00", "tuesday": "休息", "saturday": "11:30 – 19:00", "thursday": "休息", "wednesday": "11:30 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.561645","2025-05-21 10:07:24.561677"
28453,動物派對寵物沙龍旅館,330臺灣桃園市桃園區經國路208巷22號1樓,"03 356 2562",https://www.facebook.com/animalpartyzoo28/,1,0,0,1,0,1,0,桃園市,桃園區,NULL,NULL,4.50,103,"{"friday": "10:00 – 18:00", "monday": "休息", "sunday": "10:00 – 18:00", "tuesday": "休息", "saturday": "10:00 – 18:00", "thursday": "10:00 – 18:00", "wednesday": "10:00 – 18:00"}",0,0,0,0,0,0,0,0,0,未明確說明,0,NULL,"2025-05-21 10:07:24.571373","2025-05-21 10:42:11.265262"
28454,米緹寵物美容,33060臺灣桃園市桃園區宏昌十二街143號,"03 220 0150",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.60,57,"{"friday": "10:00 – 19:00", "monday": "10:00 – 19:00", "sunday": "10:00 – 19:00", "tuesday": "10:00 – 19:00", "saturday": "10:00 – 19:00", "thursday": "10:00 – 17:00", "wednesday": "10:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.578034","2025-05-21 10:07:24.578050"
28455,張小豬寵物美容坊,330臺灣桃園市桃園區中山東路1巷60號,"0913 999 351",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.90,57,"{"friday": "休息", "monday": "08:00 – 17:00", "sunday": "休息", "tuesday": "08:00 – 17:00", "saturday": "08:00 – 17:00", "thursday": "08:00 – 17:00", "wednesday": "08:00 – 17:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.586015","2025-05-21 10:07:24.586038"
28456,迪兒寵物美容,330臺灣桃園市桃園區中埔一街309號,"03 316 0043",https://lin.ee/3YEZk0G,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,4.90,25,"{"friday": "10:30 – 19:30", "monday": "10:30 – 19:30", "sunday": "10:30 – 19:30", "tuesday": "休息", "saturday": "10:30 – 19:30", "thursday": "10:30 – 19:30", "wednesday": "10:30 – 19:30"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.610116","2025-05-21 10:42:21.651690"
28457,"夢想寵物美容 桃園寵物美容 桃園寵物用品 桃園貓咪洗澡 桃園狗狗洗澡",330臺灣桃園市桃園區宏昌十二街530號1樓,"0983 158 850",,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,5.00,8,"{"friday": "10:00 – 19:00", "monday": "10:00 – 19:00", "sunday": "休息", "tuesday": "10:00 – 19:00", "saturday": "10:00 – 19:00", "thursday": "10:00 – 19:00", "wednesday": "10:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.617480","2025-05-21 10:41:59.027601"
28458,Three寵物美容spa,"330臺灣桃園市桃園區大連三街 67 巷8號",,https://www.facebook.com/Three-pet-grooming-spa-103214275293235/,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,28,{},0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.624500","2025-05-21 10:07:24.624518"
28459,1.25寵物美容工坊,330臺灣桃園市桃園區龍泉五街61號1樓,"0926 556 776",https://m.facebook.com/125%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E5%B7%A5%E5%9D%8A-111010411491881/,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.90,29,{},0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.631783","2025-05-21 10:07:24.631800"
28460,"阿姨家寵物美容 桃園寵物美容 狗狗洗澡 貓咪洗澡 純手吹無烘箱 透明開放式空間",330臺灣桃園市桃園區宏昌一街22號,"03 260 9980",https://lin.ee/PMY680p,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,36,"{"friday": "11:00 – 19:00", "monday": "11:00 – 19:00", "sunday": "11:00 – 19:00", "tuesday": "11:00 – 19:00", "saturday": "11:00 – 19:00", "thursday": "11:00 – 19:00", "wednesday": "11:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.638205","2025-05-21 10:07:24.638222"
28461,哞哞寵物美容,330臺灣桃園市桃園區南豐三街24號,"0983 215 161",https://instagram.com/moumou_pet?igshid=NzZlODBkYWE4Ng==,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.80,22,"{"friday": "10:00 – 19:00", "monday": "10:00 – 19:00", "sunday": "10:00 – 19:00", "tuesday": "休息", "saturday": "10:00 – 19:00", "thursday": "10:00 – 19:00", "wednesday": "10:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.645602","2025-05-21 10:07:24.645617"
28462,"Doggy Happy狗狗樂寵物造型沙龍",330臺灣桃園市桃園區樹林四街84號一樓,"03 377 8666",https://www.facebook.com/DoggyHappy996,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,66,"{"friday": "09:00 – 19:00", "monday": "休息", "sunday": "休息", "tuesday": "09:00 – 19:00", "saturday": "09:00 – 19:00", "thursday": "09:00 – 19:00", "wednesday": "09:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.652341","2025-05-21 10:07:24.652356"
28463,"愛妮寵物美容館 藝文中心寵物美容美/寶慶路/大興西路",330臺灣桃園市桃園區寶慶路152-1號1樓,"0981 005 533",https://line.me/R/ti/p/@764monli,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,5.00,37,"{"friday": "10:00 – 18:30", "monday": "休息", "sunday": "10:00 – 18:30", "tuesday": "10:00 – 18:30", "saturday": "10:00 – 18:30", "thursday": "10:00 – 18:30", "wednesday": "10:00 – 18:30"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.658230","2025-05-21 10:42:18.496750"
28464,"艾美寵物店-桃園寵物美容 桃園寵物飼料 桃園洗貓 桃園洗狗 桃園寵物用品/包月接送",330臺灣桃園市桃園區國際路一段1038號,"03 220 4575",,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,5.00,72,"{"friday": "10:00 – 19:00", "monday": "10:00 – 19:00", "sunday": "休息", "tuesday": "10:00 – 19:00", "saturday": "10:00 – 19:00", "thursday": "10:00 – 19:00", "wednesday": "10:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.663982","2025-05-21 10:41:55.973502"
28465,丸樂屋寵物美容,330臺灣桃園市桃園區慈光街91巷16號,"0979 076 762",https://bit.ly/385WQni,1,1,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,38,"{"friday": "11:00 – 20:00", "monday": "11:00 – 20:00", "sunday": "11:00 – 20:00", "tuesday": "11:00 – 20:00", "saturday": "11:00 – 20:00", "thursday": "休息", "wednesday": "休息"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.670631","2025-05-21 10:12:58.912119"
28466,豆丁寵物美學沙龍(預約優先制)寵物美容/寵物洗澡/大美容/皮膚養護/寵物蛋糕/推薦寵物美容/寵物造型推薦/專業沐浴/護膚SPA/住宿安親,330臺灣桃園市桃園區大業路二段245號,"0963 762 557",https://lin.ee/Z0dvApX,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,40,"{"friday": "休息", "monday": "10:00 – 18:00", "sunday": "10:00 – 18:00", "tuesday": "10:00 – 18:00", "saturday": "10:00 – 18:00", "thursday": "休息", "wednesday": "10:00 – 18:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.676159","2025-05-21 10:07:24.676173"
28467,瞇瞇眼寵物美容專業洗護館,330臺灣桃園市桃園區文中二路25巷5號獨樂樂1樓,"0903 715 708",https://www.instagram.com/mimieye1116/?igsh=YTQwZjQ0NmI0OA%3D%3D&utm_source=qr,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,31,"{"friday": "10:00 – 20:00", "monday": "休息", "sunday": "09:30 – 19:00", "tuesday": "10:00 – 20:00", "saturday": "09:30 – 19:00", "thursday": "10:00 – 20:00", "wednesday": "10:00 – 20:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.682240","2025-05-21 10:07:24.682257"
28468,"GADISE寵物美容/24H寵物自助美容 LINE加入搜尋@951rnoyk ",330臺灣桃園市桃園區大連一街5號,"0989 698 769",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.60,42,{},0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.692039","2025-05-21 10:07:24.692054"
28469,香丁寶寵物美容,330臺灣桃園市桃園區中正五街174號,"0989 659 339",https://www.facebook.com/%E9%A6%99%E4%B8%81%E5%AF%B6%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-101542252020383,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.80,33,"{"friday": "09:00 – 19:00", "monday": "09:00 – 19:00", "sunday": "09:00 – 19:00", "tuesday": "09:00 – 19:00", "saturday": "09:00 – 19:00", "thursday": "休息", "wednesday": "09:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.699157","2025-05-21 10:07:24.699173"
28470,"MuMu 喜沐寵物沙龍 南崁寵物美容 蘆竹寵物美容 寵物洗澡  ",338臺灣桃園市蘆竹區奉化路241號,"0978 577 198",,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,4.90,63,"{"friday": "11:00 – 20:00", "monday": "11:00 – 20:00", "sunday": "11:00 – 20:00", "tuesday": "11:00 – 20:00", "saturday": "11:00 – 20:00", "thursday": "休息", "wednesday": "11:00 – 20:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.705592","2025-05-21 10:43:22.861886"
28471,多那寵物沙龍,330臺灣桃園市桃園區建國路242號號,"03 367 5226",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.60,16,"{"friday": "11:00 – 20:00", "monday": "11:00 – 20:00", "sunday": "11:00 – 20:00", "tuesday": "11:00 – 20:00", "saturday": "11:00 – 20:00", "thursday": "11:00 – 20:00", "wednesday": "休息"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.713975","2025-05-21 10:07:24.713990"
28472,貝兒寵物美容坊,330臺灣桃園市桃園區大德二街18號,"03 356 2606",https://www.facebook.com/%E8%B2%9D%E5%85%92%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E5%9D%8A-587003111353559/,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.50,15,"{"friday": "09:00 – 18:00", "monday": "09:00 – 18:00", "sunday": "09:00 – 18:00", "tuesday": "09:00 – 18:00", "saturday": "09:00 – 18:00", "thursday": "09:00 – 18:00", "wednesday": "09:00 – 18:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.724141","2025-05-21 10:07:24.724157"
28473,"Nu Nu House寵物美容 旅館",330臺灣桃園市桃園區中原路9號,"03 336 6986",https://m.facebook.com/NUNUHOUSEPETHOTEL/?locale2=zh_TW,1,0,0,1,0,0,0,桃園市,桃園區,NULL,NULL,4.60,42,"{"friday": "10:00 – 19:00", "monday": "10:00 – 19:00", "sunday": "10:00 – 19:00", "tuesday": "10:00 – 19:00", "saturday": "10:00 – 19:00", "thursday": "10:00 – 19:00", "wednesday": "10:00 – 19:00"}",0,0,0,0,0,0,0,0,0,未明確說明,0,NULL,"2025-05-21 10:07:24.731505","2025-05-21 10:32:32.697721"
28474,"唯一寵物(桃鶯店) 預約制 小型犬貓 寵物美容",330臺灣桃園市桃園區桃鶯路58號,"03 366 8830",https://www.facebook.com/pages/category/Pet-Groomer/%E5%94%AF%E4%B8%80%E5%AF%B5%E7%89%A9-108187820954312/,1,1,0,0,0,1,0,桃園市,桃園區,NULL,NULL,4.50,32,{},0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.741739","2025-05-21 10:39:27.116492"
28475,Kk寵物美容沙龍,330臺灣桃園市桃園區國豐六街31號,"0903 380 357",https://www.facebook.com/kkPetsStyle?mibextid=uzlsIk,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.80,31,"{"friday": "11:00 – 19:00", "monday": "11:00 – 19:00", "sunday": "休息", "tuesday": "11:00 – 19:00", "saturday": "11:00 – 19:00", "thursday": "11:00 – 19:00", "wednesday": "12:00 – 20:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.748747","2025-05-21 10:07:24.748761"
28476,仟堤寵物沙龍,330臺灣桃園市桃園區向善街49號1樓,"0912 844 793",https://www.facebook.com/profile.php?id=100094745195874&mibextid=ZbWKwL,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,25,"{"friday": "10:00 – 19:00", "monday": "10:00 – 19:00", "sunday": "10:00 – 19:00", "tuesday": "10:00 – 19:00", "saturday": "10:00 – 19:00", "thursday": "10:00 – 19:00", "wednesday": "10:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.760717","2025-05-21 10:07:24.760733"
28477,喜朵寵物美容工作室,330臺灣桃園市桃園區保羅街24號,"03 363 0789",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,10,{},0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.770058","2025-05-21 10:07:24.770091"
28478,"嘿皮+寵物沙龍 HAPPY PLUS 官方Line @803btyac ",330臺灣桃園市桃園區民富五街30號,"0958 340 384",https://www.facebook.com/happypluspetsalon,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.80,16,"{"friday": "10:00 – 17:00", "monday": "10:00 – 17:00", "sunday": "10:00 – 19:00", "tuesday": "10:00 – 17:00", "saturday": "10:00 – 19:00", "thursday": "10:00 – 17:00", "wednesday": "休息"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.779691","2025-05-21 10:07:24.779706"
28479,"沐菓自然沐浴 寵物美容",330臺灣桃園市桃園區天祥七街102號1樓,"0987 906 277",https://www.facebook.com/Muguobf,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,16,"{"friday": "10:00 – 19:00", "monday": "休息", "sunday": "10:00 – 19:00", "tuesday": "休息", "saturday": "10:00 – 17:00", "thursday": "休息", "wednesday": "休息"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.786658","2025-05-21 10:07:24.786674"
28480,芭娜娜寵物美容,338臺灣桃園市蘆竹區南福街169號,"03 311 5738",https://line.me/R/ti/p/@542ojnuh,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,4.80,147,"{"friday": "10:00 – 19:00", "monday": "10:00 – 19:00", "sunday": "10:00 – 19:00", "tuesday": "10:00 – 19:00", "saturday": "10:00 – 19:00", "thursday": "10:00 – 19:00", "wednesday": "10:00 – 19:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.796623","2025-05-21 10:43:25.502183"
28481,聖巴克禮寵物美容學院,330臺灣桃園市桃園區莊敬路二段230巷139弄79號,"03 301 5498",,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,5.00,39,"{"friday": "08:00 – 18:00", "monday": "08:00 – 18:00", "sunday": "08:00 – 18:00", "tuesday": "08:00 – 18:00", "saturday": "08:00 – 18:00", "thursday": "08:00 – 18:00", "wednesday": "08:00 – 18:00"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.804508","2025-05-21 10:07:24.804524"
28482,"浪漫先生寵物美容沙龍Mr.R Pet Salon",338臺灣桃園市蘆竹區大竹路50號,"03 341 1788",https://mrrpetsalon.webnode.tw/,1,0,0,0,0,1,0,桃園市,桃園區,NULL,NULL,4.90,28,"{"friday": "11:00 – 20:00", "monday": "11:00 – 20:00", "sunday": "11:00 – 20:00", "tuesday": "11:00 – 20:00", "saturday": "11:00 – 18:30", "thursday": "11:00 – 20:00", "wednesday": "休息"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.816222","2025-05-21 10:43:31.897082"
28483,哈寶貝寵物沙龍(毛柔專業護理店家),330臺灣桃園市桃園區寶山街384號,"0958 725 801",http://www.facebook.com/cutydog1,1,0,0,0,0,0,0,桃園市,桃園區,NULL,NULL,4.70,63,"{"friday": "10:00 – 18:00", "monday": "10:00 – 18:00", "sunday": "10:00 – 18:00", "tuesday": "10:00 – 18:00", "saturday": "10:00 – 18:00", "thursday": "休息", "wednesday": "休息"}",0,0,0,0,0,0,0,0,0,,1,NULL,"2025-05-21 10:07:24.825077","2025-05-21 10:07:24.825092"
